1,10,0.22,0.197,0.37,57
1,11,0.26,0.2273,0.33,46
1,12,0.26,0.2273,0.33,79
1,13,0.28,0.2576,0.3,71
1,14,0.3,0.2879,0.28,62
1,15,0.3,0.2879,0.28,62
1,16,0.3,0.3182,0.28,89
1,17,0.24,0.2273,0.38,190
1,18,0.24,0.2424,0.38,169
1,19,0.24,0.2576,0.38,132
1,20,0.22,0.2273,0.47,89
1,21,0.2,0.197,0.51,43
1,22,0.18,0.197,0.55,42
1,23,0.2,0.2576,0.47,19
1,0,0.18,0.2424,0.55,11
1,1,0.16,0.2273,0.64,4
1,2,0.16,0.2273,0.64,2
1,4,0.16,0.197,0.64,1
1,5,0.14,0.1818,0.69,4
1,6,0.14,0.1667,0.63,36
1,7,0.16,0.2273,0.59,95
1,8,0.16,0.2273,0.59,219
1,9,0.18,0.2424,0.51,122
1,10,0.2,0.2576,0.47,45
1,11,0.22,0.2576,0.44,59
1,12,0.26,0.2879,0.35,84
1,13,0.26,0.2727,0.35,67
1,14,0.28,0.2727,0.36,70
1,15,0.28,0.2727,0.36,62
1,16,0.26,0.2576,0.38,86
1,17,0.22,0.2273,0.51,172
1,18,0.22,0.2273,0.51,163
1,19,0.22,0.2576,0.55,112
1,20,0.2,0.2121,0.51,69
1,21,0.22,0.2121,0.55,48
1,22,0.22,0.2121,0.51,52
1,23,0.2,0.197,0.59,23
1,0,0.2,0.197,0.64,17
1,1,0.2,0.197,0.69,7
1,2,0.2,0.197,0.69,1
1,4,0.2,0.2121,0.69,1
1,5,0.22,0.2727,0.55,5
1,6,0.2,0.2576,0.69,34
1,7,0.2,0.2121,0.69,84
1,8,0.2,0.197,0.51,210
1,9,0.2,0.1818,0.47,134
1,10,0.22,0.197,0.37,63
1,11,0.2,0.197,0.4,67
1,12,0.2,0.197,0.37,59
1,13,0.2,0.1818,0.37,73
1,14,0.2,0.197,0.4,50
1,15,0.2,0.2121,0.37,72
1,16,0.2,0.2121,0.37,87
1,17,0.2,0.2576,0.37,187
1,18,0.2,0.2273,0.4,123
1,19,0.16,0.197,0.55,95
1,20,0.18,0.2121,0.47,51
1,21,0.18,0.197,0.47,39
1,22,0.18,0.197,0.43,36
1,23,0.18,0.197,0.51,15
1,0,0.18,0.197,0.51,25
1,1,0.18,0.2121,0.55,16
1,2,0.18,0.2424,0.55,16
1,3,0.18,0.197,0.55,7
1,4,0.18,0.197,0.55,1
1,5,0.16,0.1667,0.74,5
1,6,0.16,0.1667,0.74,2
1,7,0.16,0.1818,0.74,9
1,8,0.16,0.1818,0.93,15
1,9,0.16,0.1818,0.93,20
1,10,0.18,0.197,0.8,61
1,11,0.2,0.1818,0.69,62
1,12,0.2,0.1818,0.59,98
1,13,0.2,0.1818,0.44,102
1,14,0.2,0.1667,0.32,95
1,15,0.2,0.1667,0.32,74
1,16,0.18,0.1364,0.29,76
1,17,0.16,0.1212,0.37,69
1,18,0.14,0.1212,0.39,55
1,19,0.14,0.1212,0.36,30
1,20,0.12,0.1212,0.36,28
1,21,0.12,0.1061,0.39,37
1,22,0.12,0.1061,0.36,34
1,23,0.1,0.0606,0.39,22
1,0,0.1,0.0758,0.42,25
1,1,0.1,0.0606,0.42,12
1,2,0.1,0.0606,0.46,11
1,3,0.1,0.0758,0.46,4
1,4,0.08,0.0909,0.53,1
1,5,0.08,0.0909,0.53,1
1,6,0.1,0.0909,0.49,1
1,7,0.08,0.0909,0.53,6
1,8,0.1,0.0909,0.49,10
1,9,0.12,0.0758,0.46,19
1,10,0.14,0.1061,0.43,49
1,11,0.16,0.1212,0.4,49
1,12,0.18,0.1364,0.37,83
1,13,0.2,0.1667,0.34,75
1,14,0.22,0.1818,0.32,72
1,15,0.22,0.197,0.35,82
1,16,0.2,0.1667,0.34,92
1,17,0.18,0.1515,0.37,62
1,18,0.16,0.1364,0.4,48
1,19,0.16,0.1364,0.43,41
1,20,0.14,0.1212,0.46,38
1,21,0.14,0.1061,0.46,20
1,22,0.14,0.1212,0.46,15
1,23,0.12,0.1364,0.5,6
1,0,0.12,0.1212,0.5,5
1,1,0.12,0.1212,0.5,1
1,2,0.12,0.1212,0.5,3
1,3,0.12,0.1212,0.5,1
1,4,0.1,0.1212,0.54,3
1,5,0.1,0.1061,0.54,3
1,6,0.12,0.1212,0.5,31
1,7,0.12,0.1212,0.5,77
1,8,0.12,0.1212,0.5,188
1,9,0.14,0.1212,0.5,94
1,10,0.14,0.1212,0.5,31
1,11,0.16,0.1364,0.47,30
1,12,0.2,0.1818,0.4,52
1,13,0.2,0.1818,0.4,54
1,14,0.2,0.197,0.4,47
1,15,0.2,0.197,0.4,45
1,16,0.2,0.2121,0.4,74
1,17,0.2,0.2273,0.4,178
1,18,0.2,0.197,0.4,155
1,19,0.16,0.1667,0.47,95
1,20,0.16,0.1667,0.5,74
1,21,0.14,0.1364,0.59,38
1,22,0.14,0.1515,0.59,24
1,23,0.14,0.1515,0.59,18
1,0,0.14,0.1667,0.59,12
1,1,0.14,0.1515,0.59,3
1,2,0.16,0.1515,0.55,3
1,5,0.16,0.1818,0.55,6
1,6,0.16,0.1818,0.55,27
1,7,0.16,0.2273,0.55,99
1,8,0.18,0.2121,0.51,217
1,9,0.18,0.197,0.51,130
1,10,0.2,0.2121,0.51,54
1,11,0.2,0.2121,0.47,35
1,12,0.2,0.2273,0.51,57
1,13,0.2,0.2273,0.59,52
1,14,0.2,0.2273,0.59,63
1,15,0.16,0.197,0.8,47
1,16,0.16,0.1515,0.86,76
1,17,0.16,0.1515,0.86,136
1,18,0.16,0.1818,0.93,95
1,19,0.16,0.2273,0.93,51
1,20,0.16,0.1515,0.93,32
1,21,0.16,0.197,0.86,20
1,22,0.16,0.1818,0.93,29
1,23,0.16,0.197,0.93,19
1,0,0.16,0.197,0.86,7
1,1,0.16,0.1818,0.86,6
1,2,0.14,0.1515,0.86,1
1,5,0.14,0.1515,0.86,5
1,6,0.12,0.1515,0.93,16
1,7,0.14,0.1515,0.69,54
1,8,0.16,0.1667,0.59,128
1,9,0.16,0.1364,0.59,81
1,10,0.18,0.1818,0.55,39
1,11,0.2,0.1818,0.51,35
1,12,0.2,0.1515,0.47,55
1,13,0.22,0.197,0.44,49
1,14,0.2,0.1818,0.47,44
1,15,0.2,0.1667,0.47,49
1,16,0.22,0.197,0.44,68
1,17,0.2,0.1818,0.47,139
1,18,0.2,0.1515,0.47,137
1,19,0.18,0.1515,0.47,83
1,20,0.16,0.1364,0.5,56
1,21,0.16,0.1364,0.55,57
1,22,0.16,0.1212,0.55,33
1,23,0.14,0.1061,0.59,20
1,0,0.14,0.1212,0.59,7
1,1,0.14,0.1212,0.5,2
1,2,0.14,0.1212,0.5,2
1,3,0.14,0.1212,0.5,3
1,4,0.14,0.1212,0.5,4
1,5,0.14,0.1212,0.5,3
1,6,0.12,0.1515,0.54,28
1,7,0.12,0.1515,0.54,72
1,8,0.14,0.1364,0.5,202
1,9,0.14,0.1212,0.5,139
1,10,0.16,0.1364,0.5,38
1,11,0.2,0.1667,0.44,37
1,12,0.2,0.1667,0.44,52
1,13,0.22,0.197,0.41,83
1,14,0.22,0.197,0.41,42
1,15,0.24,0.2121,0.38,60
1,16,0.24,0.2121,0.38,78
1,17,0.2,0.1818,0.4,162
1,18,0.2,0.1818,0.4,144
1,19,0.16,0.1515,0.47,99
1,20,0.16,0.1515,0.47,64
1,21,0.14,0.1212,0.46,40
1,22,0.14,0.1212,0.46,30
1,23,0.12,0.1364,0.5,15
1,0,0.12,0.1364,0.5,14
1,1,0.1,0.1212,0.54,5
1,2,0.1,0.1212,0.54,1
1,3,0.1,0.1364,0.54,1
1,5,0.1,0.1364,0.54,8
1,6,0.1,0.1818,0.54,17
1,7,0.1,0.1212,0.74,70
1,8,0.12,0.1667,0.68,158
1,9,0.14,0.1515,0.69,117
1,10,0.18,0.1818,0.55,44
1,11,0.18,0.1667,0.51,53
1,12,0.2,0.197,0.44,61
1,13,0.22,0.197,0.37,77
1,14,0.22,0.2121,0.41,64
1,15,0.24,0.2424,0.38,68
1,16,0.22,0.2424,0.41,90
1,17,0.22,0.2273,0.41,159
1,18,0.2,0.2576,0.47,139
1,19,0.16,0.197,0.59,92
1,20,0.18,0.2424,0.59,68
1,21,0.16,0.2273,0.69,52
1,22,0.16,0.2273,0.69,36
1,23,0.18,0.2424,0.55,27
1,0,0.18,0.2424,0.55,28
1,1,0.16,0.197,0.59,20
1,2,0.16,0.197,0.59,12
1,3,0.16,0.2273,0.59,8
1,4,0.16,0.2273,0.59,5
1,5,0.16,0.2273,0.59,1
1,6,0.14,0.1667,0.63,3
1,7,0.14,0.2121,0.63,10
1,8,0.14,0.1515,0.63,23
1,9,0.16,0.1818,0.64,33
1,10,0.18,0.197,0.59,59
1,11,0.2,0.197,0.55,72
1,12,0.24,0.2273,0.48,89
1,13,0.28,0.2576,0.38,101
1,14,0.3,0.2879,0.39,118
1,15,0.32,0.3182,0.36,129
1,16,0.34,0.3333,0.34,128
1,17,0.32,0.303,0.36,83
1,18,0.3,0.2879,0.45,84
1,19,0.32,0.303,0.39,74
1,20,0.32,0.303,0.39,41
1,21,0.32,0.303,0.39,57
1,22,0.3,0.3182,0.42,26
1,23,0.3,0.2879,0.45,44
1,0,0.26,0.303,0.56,39
1,1,0.26,0.2727,0.56,23
1,2,0.26,0.2879,0.56,16
1,3,0.22,0.2727,0.69,15
1,4,0.26,0.2576,0.56,1
1,5,0.26,0.2576,0.56,2
1,6,0.26,0.2576,0.56,1
1,7,0.24,0.2121,0.56,3
1,8,0.22,0.2121,0.55,18
1,9,0.22,0.2121,0.51,32
1,10,0.22,0.2121,0.51,79
1,11,0.24,0.2273,0.44,93
1,12,0.24,0.2121,0.41,104
1,13,0.26,0.2273,0.35,118
1,14,0.28,0.2727,0.36,91
1,15,0.26,0.2424,0.38,113
1,16,0.24,0.2273,0.38,99
1,17,0.22,0.2121,0.37,105
1,18,0.2,0.2121,0.4,67
1,19,0.18,0.197,0.47,61
1,20,0.18,0.197,0.47,57
1,21,0.18,0.197,0.51,28
1,22,0.2,0.2121,0.49,21
1,23,0.2,0.2273,0.4,18
1,0,0.2,0.197,0.47,17
1,1,0.2,0.197,0.44,16
1,2,0.18,0.1667,0.43,8
1,3,0.18,0.1818,0.43,2
1,4,0.18,0.197,0.43,3
1,5,0.18,0.197,0.43,1
1,6,0.18,0.1818,0.43,5
1,7,0.16,0.1818,0.5,13
1,8,0.16,0.1515,0.47,33
1,9,0.16,0.1515,0.47,47
1,10,0.16,0.1515,0.5,57
1,11,0.16,0.1515,0.55,64
1,12,0.18,0.197,0.47,80
1,13,0.18,0.197,0.47,93
1,14,0.18,0.2121,0.43,86
1,15,0.2,0.2121,0.47,93
1,16,0.2,0.2121,0.47,82
1,17,0.2,0.197,0.51,71
1,18,0.18,0.1667,0.55,92
1,19,0.18,0.1818,0.59,60
1,20,0.16,0.1515,0.8,33
1,21,0.16,0.1515,0.8,27
1,22,0.14,0.1212,0.93,13
1,23,0.16,0.1364,0.86,4
1,12,0.2,0.1818,0.86,3
1,13,0.2,0.197,0.86,22
1,14,0.22,0.2273,0.8,28
1,15,0.22,0.2273,0.87,35
1,16,0.22,0.2273,0.87,61
1,17,0.22,0.2273,0.82,125
1,18,0.22,0.2273,0.8,133
1,19,0.22,0.2273,0.8,99
1,20,0.22,0.2727,0.87,83
1,21,0.22,0.2424,0.93,41
1,22,0.22,0.2576,0.93,33
1,23,0.22,0.2727,0.93,20
1,0,0.22,0.2727,0.93,3
1,1,0.22,0.2273,0.93,7
1,2,0.22,0.2273,0.93,3
1,4,0.22,0.2273,0.93,2
1,5,0.22,0.2576,0.93,7
1,6,0.22,0.2576,0.93,32
1,7,0.24,0.2576,0.92,90
1,8,0.24,0.2576,0.93,197
1,9,0.24,0.2576,0.93,109
1,10,0.26,0.2727,0.93,47
1,11,0.28,0.303,0.87,52
1,12,0.3,0.3182,0.81,70
1,13,0.4,0.4091,0.62,78
1,14,0.4,0.4091,0.58,75
1,15,0.4,0.4091,0.54,82
1,16,0.38,0.3939,0.58,104
1,17,0.36,0.3333,0.57,197
1,18,0.34,0.3182,0.61,161
1,19,0.32,0.2879,0.57,112
1,20,0.32,0.303,0.49,76
1,21,0.32,0.2879,0.49,59
1,22,0.3,0.303,0.52,59
1,23,0.3,0.2727,0.52,28
1,0,0.26,0.2273,0.56,13
1,1,0.26,0.2727,0.56,5
1,2,0.26,0.2727,0.56,2
1,3,0.26,0.2576,0.56,1
1,4,0.26,0.2576,0.56,1
1,5,0.24,0.2273,0.6,6
1,6,0.22,0.2121,0.6,35
1,7,0.22,0.2121,0.55,101
1,8,0.22,0.2121,0.55,249
1,9,0.24,0.2273,0.52,143
1,10,0.26,0.2273,0.48,57
1,11,0.28,0.2727,0.45,68
1,12,0.3,0.3333,0.42,84
1,13,0.28,0.2879,0.45,98
1,14,0.3,0.303,0.45,81
1,15,0.32,0.3182,0.45,70
1,16,0.3,0.303,0.49,91
1,17,0.3,0.3182,0.49,215
1,18,0.26,0.2576,0.56,185
1,19,0.26,0.2273,0.56,152
1,20,0.26,0.2424,0.6,126
1,21,0.24,0.2273,0.6,57
1,22,0.24,0.2121,0.65,56
1,23,0.24,0.2121,0.65,31
1,0,0.24,0.2273,0.7,21
1,1,0.24,0.2273,0.7,6
1,2,0.24,0.2424,0.75,2
1,3,0.22,0.2121,0.8,1
1,4,0.22,0.2576,0.87,1
1,5,0.24,0.197,0.6,5
1,6,0.22,0.2121,0.55,27
1,7,0.2,0.1818,0.51,68
1,8,0.2,0.1818,0.47,217
1,9,0.2,0.1818,0.51,166
1,10,0.2,0.1667,0.47,63
1,11,0.22,0.1818,0.41,59
1,12,0.22,0.1818,0.27,78
1,13,0.2,0.1515,0.21,73
1,14,0.2,0.1515,0.25,62
1,15,0.16,0.1212,0.26,65
1,16,0.16,0.1364,0.26,97
1,17,0.14,0.1212,0.28,161
1,18,0.12,0.1212,0.3,120
1,19,0.12,0.1061,0.3,96
1,20,0.1,0.0758,0.33,53
1,21,0.08,0.0758,0.38,41
1,22,0.06,0.0303,0.41,34
1,23,0.06,0.0455,0.38,27
1,0,0.04,0.0303,0.45,13
1,1,0.04,0,0.41,12
1,2,0.04,0.0303,0.41,11
1,3,0.04,0.0303,0.41,7
1,4,0.02,0.0152,0.48,3
1,6,0.02,0.0303,0.44,2
1,7,0.02,0.0152,0.44,8
1,8,0.02,0,0.44,27
1,9,0.04,0.0303,0.41,40
1,10,0.04,0.0606,0.41,53
1,11,0.06,0.0758,0.38,63
1,12,0.06,0.1061,0.38,70
1,13,0.08,0.1667,0.35,84
1,14,0.1,0.1364,0.33,75
1,15,0.12,0.1515,0.28,103
1,16,0.12,0.1364,0.28,83
1,17,0.12,0.197,0.28,67
1,18,0.08,0.0909,0.35,54
1,19,0.08,0.1061,0.35,59
1,20,0.06,0.0758,0.45,45
1,21,0.06,0.1061,0.41,39
1,22,0.06,0.1515,0.49,30
1,23,0.04,0.0758,0.57,33
1,0,0.04,0.0758,0.57,22
1,1,0.04,0.0758,0.57,13
1,2,0.02,0.0606,0.62,18
1,3,0.02,0.0606,0.62,5
1,5,0.04,0.0758,0.57,3
1,6,0.04,0.0758,0.57,1
1,7,0.08,0.1061,0.58,2
1,8,0.06,0.0758,0.62,19
1,9,0.1,0.0758,0.54,28
1,10,0.14,0.1061,0.46,58
1,11,0.14,0.1364,0.43,99
1,12,0.16,0.1212,0.37,116
1,13,0.14,0.1061,0.33,87
1,14,0.16,0.1364,0.28,110
1,15,0.16,0.1364,0.28,77
1,16,0.16,0.1364,0.26,65
1,17,0.14,0.1061,0.26,55
1,18,0.12,0.1212,0.3,49
1,19,0.12,0.1212,0.3,50
1,20,0.1,0.1061,0.36,35
1,21,0.1,0.1061,0.36,25
1,22,0.08,0.0909,0.38,28
1,23,0.06,0.0606,0.41,21
1,0,0.06,0.0606,0.41,7
1,1,0.04,0.0455,0.45,1
1,3,0.04,0.0303,0.45,1
1,4,0.02,0.0606,0.48,1
1,5,0.02,0.0606,0.48,5
1,6,0.02,0.0758,0.48,15
1,7,0.02,0.1212,0.48,84
1,8,0.04,0.1364,0.49,177
1,9,0.06,0.1515,0.41,102
1,10,0.1,0.1364,0.42,40
1,11,0.1,0.1212,0.46,46
1,12,0.12,0.1364,0.42,63
1,13,0.14,0.1364,0.43,60
1,14,0.14,0.1364,0.46,45
1,15,0.16,0.1667,0.4,57
1,16,0.16,0.1515,0.47,70
1,17,0.14,0.1212,0.5,184
1,18,0.14,0.1364,0.59,153
1,19,0.14,0.1515,0.54,106
1,20,0.14,0.1364,0.59,81
1,21,0.14,0.1515,0.63,59
1,22,0.14,0.1364,0.63,35
1,23,0.16,0.1515,0.64,24
1,0,0.16,0.1364,0.69,9
1,1,0.16,0.1667,0.69,5
1,2,0.16,0.1515,0.69,2
1,4,0.14,0.1667,0.74,1
1,5,0.14,0.1364,0.74,9
1,6,0.16,0.1818,0.74,36
1,7,0.16,0.1515,0.74,108
1,8,0.16,0.1818,0.74,238
1,9,0.2,0.2273,0.64,144
1,10,0.22,0.2424,0.6,55
1,11,0.24,0.2424,0.6,61
1,12,0.26,0.2879,0.56,106
1,13,0.26,0.2727,0.56,93
1,14,0.3,0.3333,0.45,68
1,15,0.32,0.3485,0.42,84
1,16,0.32,0.3485,0.42,116
1,17,0.3,0.3333,0.45,222
1,18,0.3,0.3182,0.49,225
1,19,0.26,0.2576,0.65,146
1,20,0.24,0.2273,0.65,119
1,21,0.24,0.2273,0.65,45
1,22,0.22,0.2273,0.64,53
1,23,0.22,0.2273,0.64,40
1,0,0.22,0.2273,0.69,17
1,1,0.24,0.2424,0.65,5
1,2,0.22,0.2273,0.69,10
1,5,0.2,0.1818,0.86,1
1,6,0.2,0.1818,0.86,8
1,7,0.22,0.2121,0.87,30
1,8,0.22,0.2121,0.87,72
1,9,0.22,0.2121,0.87,58
1,10,0.22,0.2121,0.93,28
1,11,0.22,0.197,0.93,41
1,12,0.22,0.197,0.93,48
1,13,0.22,0.197,0.93,47
1,14,0.22,0.197,0.93,36
1,15,0.22,0.1818,0.93,43
1,16,0.22,0.197,0.93,36
1,17,0.2,0.1818,0.93,26
1,16,0.22,0.2273,0.55,24
1,17,0.22,0.2424,0.55,84
1,18,0.2,0.2273,0.69,104
1,19,0.2,0.2273,0.69,79
1,20,0.18,0.2121,0.74,59
1,21,0.18,0.2121,0.74,38
1,22,0.18,0.2121,0.74,27
1,23,0.18,0.197,0.8,16
1,0,0.2,0.2121,0.75,9
1,1,0.2,0.2121,0.75,3
1,2,0.2,0.2121,0.75,2
1,3,0.2,0.2273,0.75,1
1,5,0.18,0.2121,0.8,4
1,6,0.18,0.197,0.8,16
1,7,0.16,0.197,0.86,60
1,8,0.16,0.197,0.86,157
1,9,0.18,0.2121,0.86,101
1,10,0.18,0.2121,0.86,49
1,11,0.18,0.2121,0.93,30
1,12,0.18,0.2121,0.93,29
1,13,0.18,0.2121,0.93,31
1,14,0.22,0.2727,0.8,38
1,15,0.2,0.2576,0.86,41
1,16,0.22,0.2727,0.8,80
1,17,0.24,0.2424,0.75,149
1,18,0.24,0.2273,0.75,109
1,19,0.24,0.2424,0.75,89
1,20,0.24,0.2273,0.7,62
1,21,0.22,0.2273,0.75,58
1,22,0.24,0.2121,0.65,26
1,23,0.24,0.2273,0.6,23
1,0,0.22,0.197,0.64,28
1,1,0.22,0.2273,0.64,20
1,2,0.22,0.2273,0.64,15
1,3,0.2,0.2121,0.64,8
1,4,0.16,0.1818,0.69,3
1,6,0.16,0.1818,0.64,2
1,7,0.16,0.1818,0.59,5
1,8,0.18,0.197,0.55,34
1,9,0.18,0.2121,0.59,34
1,10,0.18,0.2121,0.64,55
1,11,0.18,0.197,0.64,64
1,12,0.2,0.197,0.59,78
1,13,0.22,0.2273,0.55,65
1,14,0.22,0.2273,0.6,99
1,15,0.22,0.2121,0.69,120
1,16,0.24,0.2424,0.6,107
1,17,0.24,0.2879,0.6,91
1,18,0.22,0.2273,0.69,68
1,19,0.22,0.2121,0.69,58
1,20,0.18,0.2121,0.74,43
1,21,0.18,0.2121,0.74,36
1,22,0.16,0.197,0.8,32
1,23,0.16,0.197,0.8,33
1,0,0.16,0.1818,0.8,33
1,1,0.14,0.2121,0.8,29
1,2,0.16,0.2273,0.8,11
1,3,0.14,0.2121,0.93,8
1,4,0.14,0.2121,0.93,1
1,5,0.14,0.2121,0.86,3
1,7,0.14,0.2121,0.86,3
1,8,0.14,0.2121,0.86,12
1,9,0.16,0.2273,0.8,38
1,10,0.18,0.2424,0.8,64
1,11,0.22,0.2727,0.75,59
1,12,0.3,0.3182,0.52,97
1,13,0.28,0.2879,0.61,84
1,14,0.28,0.303,0.61,122
1,15,0.3,0.3333,0.56,109
1,16,0.3,0.3333,0.56,123
1,17,0.3,0.2879,0.56,77
1,18,0.26,0.2576,0.65,65
1,19,0.26,0.2576,0.65,55
1,20,0.26,0.2727,0.65,33
1,21,0.24,0.2424,0.7,28
1,22,0.24,0.2273,0.7,21
1,23,0.24,0.2121,0.65,21
1,0,0.24,0.2273,0.65,7
1,1,0.22,0.2121,0.64,7
1,2,0.22,0.2273,0.64,1
1,3,0.22,0.2273,0.64,2
1,4,0.2,0.197,0.59,2
1,5,0.18,0.1667,0.64,8
1,6,0.16,0.1364,0.69,37
1,7,0.16,0.1364,0.64,72
1,8,0.16,0.1364,0.59,185
1,9,0.16,0.1364,0.59,112
1,10,0.16,0.1515,0.59,69
1,11,0.16,0.1515,0.59,48
1,12,0.18,0.2121,0.55,68
1,13,0.16,0.2273,0.59,54
1,14,0.18,0.197,0.55,86
1,15,0.16,0.1818,0.59,44
1,16,0.16,0.1818,0.56,86
1,17,0.16,0.1515,0.59,161
1,18,0.16,0.1515,0.55,156
1,19,0.3,0.3182,0.61,111
1,20,0.16,0.1667,0.59,78
1,21,0.16,0.197,0.59,56
1,22,0.16,0.1818,0.59,34
1,23,0.16,0.197,0.64,17
1,0,0.16,0.1818,0.64,8
1,1,0.16,0.1818,0.69,3
1,2,0.16,0.2273,0.69,2
1,3,0.16,0.2273,0.69,2
1,5,0.14,0.2121,0.93,3
1,6,0.14,0.2121,0.93,22
1,7,0.16,0.2273,0.93,52
1,8,0.16,0.2273,0.93,135
1,9,0.16,0.2273,0.93,116
1,10,0.16,0.2273,0.93,47
1,11,0.18,0.2424,0.86,51
1,12,0.2,0.2576,0.86,55
1,13,0.2,0.2576,0.86,52
1,14,0.22,0.2576,0.8,54
1,15,0.24,0.2879,0.75,52
1,16,0.24,0.2424,0.75,64
1,17,0.24,0.2879,0.75,176
1,18,0.24,0.2576,0.81,168
1,19,0.24,0.2424,0.81,108
1,20,0.22,0.2273,0.87,74
1,21,0.22,0.2273,0.87,64
1,22,0.22,0.2576,0.87,36
1,23,0.2,0.197,0.93,16
1,0,0.22,0.2424,0.93,2
1,1,0.22,0.2273,0.93,3
1,2,0.22,0.2273,0.93,4
1,3,0.22,0.2273,0.93,1
1,4,0.22,0.2121,0.93,1
1,5,0.22,0.2424,0.93,3
1,6,0.22,0.2424,0.93,18
1,7,0.22,0.2121,0.93,49
1,8,0.22,0.2121,0.93,155
1,9,0.24,0.2576,0.93,123
1,10,0.22,0.2727,1,61
1,11,0.24,0.2273,0.93,52
1,12,0.24,0.2273,0.93,64
1,13,0.34,0.3333,0.93,75
1,14,0.38,0.3939,0.82,63
1,15,0.38,0.3939,0.76,76
1,16,0.36,0.3333,0.71,103
1,17,0.36,0.3182,0.53,190
1,18,0.34,0.2879,0.42,182
1,19,0.28,0.2424,0.45,91
1,20,0.24,0.197,0.48,75
1,21,0.22,0.197,0.47,63
1,22,0.22,0.2121,0.44,40
1,23,0.2,0.1667,0.44,32
1,0,0.2,0.1667,0.4,12
1,1,0.2,0.1515,0.44,5
1,2,0.18,0.1667,0.43,2
1,3,0.18,0.1667,0.43,1
1,5,0.16,0.1364,0.5,2
1,6,0.16,0.1364,0.43,39
1,7,0.14,0.1212,0.5,87
