textid	anger	disgust	fear	joy	sad	surprise
33	0.063096	0.0414388	0.134618	0.2894	0.27068	0.200767
34	0.122684	0.0322108	0.333771	0.237732	0.106345	0.167258
35	0.000933489	0.000900047	0.00203785	0.648156	0.0025736	0.345399
36	0.178116	0.0128182	0.0496142	0.307753	0.167859	0.283839
37	0.0634886	0.0249842	0.226007	0.0568116	0.219887	0.408822
38	0.105441	0.0950786	0.348767	0.170486	0.108222	0.172005
39	0.17452	0.103665	0.137653	0.209436	0.133506	0.24122
40	0.188344	0.225585	0.343154	0.029029	0.191911	0.0219771
41	0.0358294	0.0228514	0.0433948	0.207443	0.0823403	0.608141
42	0.109296	0.0353968	0.360179	0.22899	0.141943	0.124196
43	0.00478788	0.0044043	0.0144107	0.533165	0.0249184	0.418314
44	0.218	0.2749	0.1327	5.92E-11	0.2227	0.1517
45	0.073677	0.0495547	0.150011	0.238438	0.258798	0.229522
46	0.0459382	0.036489	0.166234	0.380909	0.173479	0.19695
47	0.0417466	0.154241	0.112706	0.237343	0.128846	0.325117
48	0.061078	0.0378678	0.0988374	0.451658	0.133441	0.217118
49	0.124917	0.0965162	0.131178	0.0712461	0.243175	0.332968
50	0.124211	0.0719335	0.208163	0.228907	0.198404	0.16838
51	0.108709	0.0554266	0.118944	0.31603	0.18272	0.218171
52	0.112823	0.000940819	0.197122	0.0173371	0.45939	0.212387
53	1.66E-15	0.188219	1.63E-15	0.152915	2.39E-15	0.658866
54	0.0537968	0.0242821	0.104713	0.446999	0.0906172	0.279591
55	0.0732462	0.0382979	0.137368	0.235362	0.333747	0.181978
56	0.0778334	0.109834	0.0313322	0.175557	0.143139	0.462305
57	0.0959841	0.0413563	0.304847	0.131759	0.216005	0.210049
58	0.0794836	0.0460026	0.128261	0.312951	0.187632	0.24567
59	0.00500713	0.00204102	0.334849	0.112648	0.0344538	0.511002
60	0.111424	0.080788	0.134929	0.22373	0.187057	0.262071
61	0.0532852	0.0479961	0.0562156	0.422754	0.0605027	0.359247
62	0.041313	0.0255888	0.160296	0.378534	0.205747	0.188521
63	0.0637253	0.0529429	0.0763272	0.405906	0.162831	0.238267
64	0.0837728	0.0721966	0.350852	0.128102	0.111981	0.253096
65	0.145388	0.0700441	0.147604	0.104143	0.241158	0.291663
66	0.07299	0.0222399	0.195057	0.319324	0.204134	0.186255
67	0.00733307	0.037065	0.00967617	0.571196	0.0403647	0.334365
68	0.0561842	0.0336869	0.116435	0.362718	0.137677	0.293298
69	0.093828	0.0614416	0.184228	0.206147	0.249877	0.204478
70	0.0782114	0.0465324	0.128966	0.253562	0.175866	0.316862
71	0.0545358	0.051449	0.148329	0.31457	0.223972	0.207143
72	0.071607	0.059428	0.124541	0.331126	0.219012	0.194287
73	0.0774111	0.0449607	0.210938	0.168549	0.384467	0.113674
74	0.0902342	0.0529347	0.188637	0.303711	0.202219	0.162265
75	0.230668	0.138625	0.342279	0.0234652	0.0915581	0.173405
76	0.0748693	0.0615017	0.224939	0.176777	0.313009	0.148904
77	0.0656428	0.0398588	0.152247	0.226539	0.288111	0.227602
78	0.00167059	0.00100211	0.00361392	0.869949	0.00391478	0.11985
79	0.0910606	0.0535491	0.141056	0.271707	0.188884	0.253743
80	0.21195	0.0546535	0.232981	0.182057	0.176122	0.142237
81	0.108429	0.0212953	0.186955	0.161873	0.397926	0.123522
82	0.103716	0.0539982	0.216342	0.122017	0.310301	0.193625
83	0.0499819	0.0299248	0.124043	0.421162	0.110669	0.26422
84	0.0859687	0.0531799	0.164098	0.219598	0.259924	0.217231
85	0.0366007	0.0854	0.390197	1.05E-07	0.170705	0.317097
86	7.45E-10	3.22E-10	0.6667	2.38E-09	1.75E-09	0.3333
87	0.134643	0.0627045	0.275451	0.0299168	0.452801	0.0444843
88	0.0531342	0.0571042	0.104632	0.364927	0.165835	0.254366
89	0.0010605	0.000977064	0.0238939	0.674063	0.0490261	0.250979
90	0.0919833	0.0427649	0.137574	0.249433	0.328922	0.149323
91	0.0737532	0.0479264	0.0918264	0.359345	0.168728	0.258421
92	0.200565	0.2512	0.25642	0.0495261	0.217951	0.0243373
93	0.100913	0.0456521	0.17446	0.322875	0.176777	0.179322
94	0.0431298	0.0515082	0.352471	0.0718214	0.103704	0.377365
95	0.0326966	0.0159973	0.460457	0.0687629	0.269169	0.152917
96	0.0795262	0.0594842	0.135983	0.261897	0.237895	0.225214
97	0.0250095	0.0147238	0.0443482	0.607511	0.0572824	0.251125
98	0.076024	0.0465768	0.130809	0.167073	0.360235	0.219282
99	0.0632625	0.0885403	0.164517	0.139449	0.13912	0.405112
100	0.0758504	0.0493072	0.0989994	0.35319	0.176226	0.246426
101	0.0685383	0.077427	0.213851	0.178542	0.265404	0.196237
102	9.46E-12	4.69E-12	4.59E-11	0.6377	3.37E-11	0.3623
103	0.0548168	0.0864209	0.331674	0.00347786	0.273983	0.249627
104	0.0653552	0.0212897	0.174437	0.405009	0.0752203	0.258689
105	0.128568	0.0773088	0.303678	0.17984	0.176983	0.133622
106	0.122522	0.0591989	0.202504	0.077699	0.357393	0.180683
107	0.0788872	0.0327435	0.39498	0.0636077	0.242666	0.187115
108	0.0482476	0.0183688	0.138725	0.341363	0.0788197	0.374476
109	0.0673875	0.0409452	0.12471	0.393174	0.154074	0.21971
110	0.0139181	0.0079321	0.0999214	0.601764	0.0658492	0.210616
111	0.0656339	0.0882781	0.193805	0.181467	0.245068	0.225748
112	0.112223	0.158983	0.258649	0.167335	0.172456	0.130355
113	0.0174585	0.0101818	0.0331714	0.632147	0.0483474	0.258694
114	0.130007	0.0933992	0.252044	0.214283	0.175023	0.135244
115	0.153172	0.189095	0.549435	7.81E-05	0.108133	8.58E-05
116	0.0295046	0.0109847	0.0484582	0.550726	0.0891121	0.271214
117	0.0900808	0.0477175	0.214872	0.241983	0.214616	0.190731
118	0.0701596	0.0600719	0.136072	0.366457	0.108323	0.258917
119	0.109503	0.0491739	0.0962807	0.27354	0.114279	0.357223
120	0.0465023	3.67E-06	0.395304	1.03E-05	0.499995	0.0581853
121	0.0877729	0.0379267	0.13744	0.339203	0.142682	0.254975
122	0.000151353	0.0001357	0.000261479	0.547873	0.000275646	0.451303
123	0.0544895	0.0398049	0.114702	0.468441	0.138692	0.18387
124	0.0692358	0.0386839	0.241296	0.209196	0.271126	0.170462
125	0.0486774	0.099649	0.206899	0.161552	0.237619	0.245605
126	0.0677975	0.137407	0.129248	0.266025	0.217004	0.182518
127	0.191934	0.0367851	0.142606	0.223383	0.196446	0.208846
128	0.0354096	0.021088	0.32952	0.139198	0.0248856	0.449898
129	0.133234	0.0479738	0.225989	0.293782	0.134773	0.164248
130	0.0639551	0.0243999	0.0793492	0.344395	0.111877	0.376024
131	0.0669653	0.0345845	0.0740581	0.486795	0.109213	0.228384
132	0.0642817	0.0390743	0.118881	0.405795	0.146841	0.225127
133	0.265161	0.0632754	0.211198	0.031258	0.349743	0.0793639
134	0.0999036	0.0936517	0.222716	0.07851	0.229755	0.275463
135	0.0407137	0.00995454	0.503103	0.117187	0.207838	0.121204
136	0.074899	0.0501971	0.0996496	0.361065	0.171247	0.242942
137	0.0756934	0.0565452	0.140627	0.17897	0.187515	0.36065
138	0.110317	0.0274657	0.152466	0.385115	0.129838	0.194797
139	0.126131	0.0565651	0.372572	0.145478	0.142273	0.156981
140	0.04184	0.0209976	0.186059	0.287217	0.254645	0.209242
141	5.63E-05	0.0541119	7.22E-05	0.567433	0.270157	0.10817
142	0.0936658	0.0346997	0.131937	0.269935	0.280529	0.189233
143	1.96E-06	0.0212983	0.0637956	0.765909	0.0213024	0.127693
144	0.0337512	0.014643	0.110517	0.319762	0.304384	0.216943
145	0.0549884	0.0681457	0.156725	0.144998	0.234389	0.340753
146	0.0823533	0.0529421	0.0973107	0.342402	0.184754	0.240239
147	0.0772166	0.0800693	0.252397	0.0940972	0.294592	0.201628
148	0.0586497	0.0225637	0.295696	0.0736895	0.440942	0.108459
149	7.63E-05	4.64E-05	0.0333692	0.496259	0.0928816	0.377368
150	0.042059	0.0180152	0.196858	0.128308	0.445428	0.169332
151	0.0507469	0.03157	0.372357	0.0941325	0.26012	0.191073
152	0.0911269	0.0535781	0.140946	0.271537	0.188856	0.253955
153	0.0286021	0.00949958	0.361921	0.447653	0.0190039	0.13332
154	0.0347092	0.0523532	0.0675358	0.330428	0.0859318	0.429042
155	0.0585899	0.0609058	0.107668	0.284987	0.148636	0.339214
156	0.0745947	0.0427431	0.124204	0.324444	0.182497	0.251517
157	0.0695525	0.0198158	0.210938	0.356018	0.130623	0.213053
158	0.059712	0.0433236	0.120605	0.348787	0.132252	0.29532
159	0.0560589	0.0318216	0.121361	0.38164	0.170181	0.238937
160	0.0613743	0.0385467	0.235447	0.25258	0.212943	0.199109
161	0.0754268	0.0577134	0.195426	0.282472	0.203142	0.18582
162	0.169869	0.190171	0.147288	0.0905855	0.26333	0.138757
163	0.178707	0.167087	0.0401621	0.157921	0.0549845	0.401138
164	0.1264	0.105217	0.238826	0.179613	0.241305	0.108638
165	0.176776	0.153936	0.403941	0.0429606	0.184691	0.0376949
166	0.11025	0.141152	0.254178	0.202422	0.15626	0.135738
167	0.23636	0.133461	0.164001	0.147015	0.152833	0.16633
168	0.0796852	0.0330694	0.0964798	0.119594	0.453817	0.217354
169	0.127097	0.0331181	0.273882	0.184096	0.285533	0.0962742
170	0.0244195	0.00980656	0.16082	0.603015	0.0704725	0.131466
171	0.128146	0.00382333	0.54803	0.00323227	0.104517	0.212253
172	0.00580332	0.00321363	0.00903756	0.481058	0.00871221	0.492176
173	0.0511342	0.0371369	0.291667	0.315461	0.172874	0.131726
174	0.0111038	0.00197281	0.15367	0.509012	0.103744	0.220496
175	0.0850773	0.0295244	0.293572	0.0442844	0.437538	0.110003
176	0.048145	0.0204773	0.0704857	0.451911	0.179168	0.229812
177	0.093587	0.0610503	0.258501	0.190248	0.236097	0.160518
178	0.119229	0.0410356	0.219461	0.336439	0.0835572	0.200279
179	0.0203557	0.00855889	0.0299329	0.559551	0.034076	0.347525
180	0.00709049	0.00332092	0.329663	0.114215	0.0479391	0.497771
181	0.0547796	0.0343709	0.365767	0.175375	0.225252	0.144455
182	0.0947479	0.0141777	0.108782	0.0814638	0.217667	0.483162
183	0.0778026	0.0336921	0.159265	0.270276	0.2605	0.198465
184	0.0865731	0.0529492	0.157176	0.281343	0.191442	0.230517
185	0.0389081	0.0324858	0.0718775	0.302009	0.212156	0.342563
186	0.0803594	0.0539188	0.105487	0.331966	0.183008	0.245261
187	2.67E-07	1.65E-07	5.08E-07	0.652199	6.93E-07	0.3478
188	0.0792191	0.0600507	0.194829	0.377031	0.127634	0.161236
189	0.0259595	0.0107836	0.0537252	0.491812	0.0920051	0.325715
190	0.0865731	0.0529492	0.157176	0.281343	0.191442	0.230517
191	0.0715506	0.0165057	0.485029	0.0181959	0.262341	0.146378
192	0.134138	0.0531135	0.118262	0.285007	0.113269	0.29621
193	0.119293	0.0224397	0.118394	0.140279	0.160083	0.439512
194	0.042254	0.0321961	0.141952	0.27023	0.141247	0.372121
195	0.0562894	0.0221407	0.231404	0.406294	0.0834529	0.200419
196	0.0840137	0.125337	0.142964	0.14593	0.311843	0.189913
197	0.0847291	0.0219913	0.176972	0.208952	0.34445	0.162907
198	0.0142091	0.00803107	0.520898	0.178295	0.126878	0.151688
199	0.0894784	0.0808054	0.183766	0.162274	0.235605	0.248071
200	0.218918	0.144619	0.28189	0.0189033	0.250852	0.0848179
201	0.00609167	0.00484138	0.00853687	0.566748	0.011294	0.402488
202	0.0566194	0.0170582	0.232633	0.0986567	0.21851	0.376522
203	0.0411129	0.0142541	0.0830087	0.398684	0.0719458	0.390994
204	0.0516376	0.0509888	0.142941	0.190287	0.1529	0.411247
205	0.054659	0.0340688	0.115442	0.378007	0.129357	0.288466
206	0.0071859	0.0169277	0.139879	0.0424418	0.493484	0.300081
207	0.0382501	0.0283779	0.349099	0.375426	0.108669	0.100177
208	0.0203822	0.00800826	0.0736899	0.609669	0.0263681	0.261883
209	0.0389682	0.012029	0.324997	0.427104	0.04738	0.149522
210	0.0940515	0.0392545	0.137376	0.33716	0.150166	0.241991
211	0.0944809	0.0301539	0.405715	0.215578	0.146526	0.107546
212	0.090191	0.0406111	0.405304	0.211733	0.163704	0.0884572
213	0.0275902	0.015881	0.460267	0.072137	0.273105	0.151019
214	0.11161	0.0924221	0.14994	0.216521	0.248811	0.180696
215	0.0264235	0.00691719	0.0443764	0.695766	0.0951103	0.131407
216	0.0198045	0.00835633	0.0286129	0.0934647	0.316318	0.533444
217	0.152095	0.0738784	0.171372	0.226183	0.166567	0.209904
218	9.57E-11	0.1786	6.63E-11	0.3214	0.0357	0.4643
219	0.116825	0.0487082	0.268865	0.131366	0.305281	0.128956
220	0.0120944	0.00767649	0.0486143	0.745543	0.104716	0.0813564
221	0.126731	0.0556267	0.0855568	0.46454	0.101424	0.166121
222	0.0141662	0.0602494	0.251851	0.171566	0.120235	0.381932
223	0.000107761	6.17E-05	0.119455	0.331501	0.0422634	0.506611
224	0.13738	0.0856535	0.167365	0.00491456	0.48764	0.117047
225	0.034497	0.0365159	0.553234	0.0251877	0.266323	0.084242
226	0.0964018	0.0621253	0.181402	0.202249	0.24649	0.211333
227	0.16404	0.0574807	0.179033	0.27853	0.131114	0.189802
228	2.76E-10	1.19E-10	0.6667	8.63E-10	6.50E-10	0.3333
229	0.0451526	0.0170425	0.0871182	0.57179	0.063674	0.215222
230	3.17E-05	7.82E-06	0.0308644	0.0923093	0.553721	0.323066
231	0.050634	0.0309518	0.238271	0.336539	0.150837	0.192767
232	0.0599308	0.0456554	0.130492	0.264891	0.166882	0.332148
233	0.0163061	0.0117646	0.568676	0.0552211	0.0393151	0.308717
234	0.0865731	0.0529492	0.157176	0.281343	0.191442	0.230517
235	0.108709	0.0229984	0.1394	0.379179	0.182816	0.166897
236	0.0893966	0.0678125	0.202825	0.246547	0.203485	0.189934
237	0.0749657	0.00725257	0.310387	0.0210783	0.47065	0.115667
238	0.103538	0.160667	0.150808	0.184983	0.233549	0.166455
239	0.0727514	0.0473397	0.0906296	0.368137	0.166461	0.254682
240	0.159804	0.0496515	0.262958	0.180159	0.178717	0.168711
241	0.0949962	0.0406572	0.13557	0.325726	0.150831	0.252219
242	0.00192333	0.000915788	0.00267605	0.886808	0.00325951	0.104417
243	0.343299	0.0690622	0.184302	0.0812024	0.164842	0.157293
244	0.0790124	0.0375691	0.201615	0.270465	0.225097	0.186242
245	0.244289	0.277514	0.08573	0.0559895	0.255876	0.0806014
246	0.0777379	0.0470039	0.124806	0.318967	0.18776	0.243725
247	0.0455774	0.0275309	0.0895437	0.540089	0.118665	0.178594
248	0.115823	0.0530002	0.126627	0.193469	0.176224	0.334857
249	0.06342	0.0920427	0.197668	0.174161	0.242029	0.230679
250	0.00684634	0.14802	0.0188638	0.158921	0.0193506	0.647998
251	0.137179	0.0553277	0.0474063	0.219581	0.166608	0.373898
252	0.00762907	0.000533588	0.0201881	0.723928	0.205745	0.041976
253	0.076953	0.0517377	0.0948599	0.347647	0.183128	0.245674
254	0.0206776	0.032047	0.0888069	0.405346	0.222904	0.230219
255	0.00266606	0.00117589	0.00816976	0.675825	0.00290001	0.309264
256	0.0967833	0.160989	0.218156	0.075618	0.380951	0.0675023
257	0.00411536	0.00153348	0.110429	0.012013	0.663584	0.208325
258	0.175615	0.121343	0.200248	0.116537	0.214305	0.171952
259	0.0819636	0.0977871	0.214411	0.18645	0.238824	0.180564
260	0.0772812	0.0452539	0.120766	0.277	0.249123	0.230576
261	0.0109847	0.0250946	0.0467155	0.224287	0.077272	0.615646
262	0.119168	0.0885806	0.148139	0.199102	0.17299	0.27202
263	0.091081	0.0321243	0.0546573	0.41734	0.220468	0.184329
264	0.0618855	0.0496155	0.140621	0.278273	0.245786	0.223819
265	3.26E-05	2.00E-05	4.13E-06	0.0277964	0.361053	0.611094
266	0.0433141	0.0641059	0.155614	0.235524	0.10584	0.395602
267	0.211971	0.180357	0.194714	0.0804949	0.252184	0.0802788
268	0.210637	0.220073	0.0311274	0.0906928	0.0472541	0.400215
269	0.0550603	0.0499066	0.128487	0.304713	0.267023	0.19481
270	0.198575	0.136265	0.442394	0.0141357	0.19965	0.00898064
271	0.131052	0.0797042	0.171105	0.285663	0.171543	0.160933
272	0.0584406	0.0360389	0.187335	0.310372	0.221611	0.186203
273	0.297905	0.0783698	0.333267	0.0153281	0.255569	0.0195612
274	0.0380062	0.0118879	0.328954	0.428908	0.0443791	0.147865
275	0.103046	0.164254	0.513981	0.0221109	0.151242	0.0453655
276	0.156949	0.118427	0.238953	0.18286	0.194109	0.108701
277	0.0654448	0.042245	0.132113	0.135714	0.135854	0.488629
278	0.0796734	0.0244555	0.143821	0.0982363	0.450123	0.203691
279	0.0999036	0.0263671	0.265514	0.215566	0.207254	0.185396
280	0.160039	0.118367	0.240195	0.13924	0.179851	0.162308
281	0.0709385	0.0128251	0.243829	0.11338	0.41511	0.143918
282	0.0738746	0.0594147	0.140349	0.254702	0.247276	0.224384
283	0.232136	0.133145	0.154073	0.111311	0.224759	0.144576
284	0.157726	0.0641898	0.11968	0.254661	0.12534	0.278402
285	0.0623344	0.054889	0.0498783	0.404189	0.119786	0.308923
286	0.0929371	0.0939694	0.220656	0.192521	0.242264	0.157652
287	0.0865731	0.0529492	0.157176	0.281343	0.191442	0.230517
288	0.0421898	0.0374603	0.197186	0.226057	0.219402	0.277705
289	0.00312072	0.00160642	0.315164	0.0125783	0.515163	0.152368
290	0.00314847	0.00233359	0.0173521	0.79023	0.0155195	0.171416
291	0.0102239	0.00500355	0.133937	0.0749322	0.744033	0.0318706
292	0.0920013	0.103153	0.10201	0.320451	0.173539	0.208845
293	0.136597	0.0435881	0.190422	0.217294	0.234336	0.177762
294	0.059663	0.0354478	0.144449	0.337159	0.228672	0.194609
295	0.0444907	0.0218745	0.0679768	0.540377	0.084414	0.240867
296	0.0578562	0.0226376	0.124706	0.403331	0.112528	0.278941
297	0.272476	0.164625	0.261592	0.00600161	0.136281	0.159024
298	0.0429236	0.00925447	0.562001	0.0574031	0.226418	0.102
299	0.442955	0.152683	0.0425909	0.0137283	0.290118	0.0579247
300	0.117342	0.0462246	0.288744	0.112297	0.314863	0.12053
301	0.0754286	0.0531456	0.173794	0.301619	0.194936	0.201077
302	0.180948	0.0432424	0.224736	0.191652	0.147926	0.211496
303	3.33E-10	0.0789	8.59E-10	4.04E-09	0.4474	0.4737
304	0.145943	0.0973576	0.189923	0.114945	0.264741	0.187091
305	4.90E-06	2.03E-06	0.039007	0.818166	0.0909131	0.0519071
306	0.0668742	0.0498006	0.24484	0.244327	0.133209	0.260949
307	0.262786	0.168338	0.30344	0.00678182	0.25098	0.00767359
308	0.0797086	0.0492205	0.0828885	0.384099	0.171081	0.233002
309	0.100783	0.0852793	0.666543	7.42E-05	0.123986	0.0233348
310	0.0500855	0.0296469	0.129016	0.312629	0.249976	0.228646
311	0.0865731	0.0529492	0.157176	0.281343	0.191442	0.230517
312	0.0998967	0.0550349	0.185064	0.168146	0.301787	0.190072
